,Corrective Action,PLC,Model,fault,diagnostic
408,determine and correct delay for polling.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c05 - serial port fault: df1 slave poll timeout.,df1 slave poll timeout. poll watchdog timed slave. master polled controller specified amount time.
409,correct modem connection to the controller.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c09 - serial port fault: modem contact lost.,modem contact lost. dcd dsr control line received proper sequence state.
410,slow down the rate at which the initiator is sending data.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c10 - serial port fault: serial port unable keep incoming data.,data dropped lost serial port.
411,correct the channel specified in the acl instruction.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c11 - serial port fault: acl instruction channel operand valid port.,channel operand acl instruction channel valid port.
412,install a new battery.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c10 - battery fault: battery missing need replaced.,battery missing must replaced.
413,install a new battery.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c11 - battery fault: safety partner battery missing need replaced.,battery safety partner missing must replaced.
414,install an esm in the controller.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c12 - energy storage fault: energy storage module present.,"energy storage module installed. controller powered-down, wallclocktime attribute program maintained."
415,replace the installed esm with one that is compatible with the controller.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c13 - energy storage fault: energy storage module incompatible controller type.,installed energy storage module compatible controller.
416,replace the esm.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c14 - energy storage fault: energy storage module hardware failure.,energy storage module must replaced due hardware fault. capable maintaining wallclocktime attribute controller program power down.
417,replace the esm.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c15 - energy storage fault: energy storage module energy low.,energy storage module cannot store enough energy maintain wallclocktime attribute controller program power-down.
418,"either:
• install the ups.
• check the ups to make sure it is adequately charged to provide backup power if there is a power loss.",Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c16 - ups fault: ups missing ready.,uninterruptible power supply missing ready.
419,replace the battery in the ups.,Allen Bradely,Studio 5000 Logix Designer,minor fault t10:c17 - ups fault: ups battery failure.,uninterruptible power supply battery failed must replaced.
420,move axis in negative direction until position is within overtravel limit and then execute motion axis fault reset.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c01 - motion fault: actual position axis exceeded positive overtravel limit.,actual position axis exceeded positive overtravel limit.
421,move axis in positive direction until position is within overtravel limit and then run motion axis fault reset.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c02 - motion fault: actual position axis exceeded negative overtravel limit.,actual position axis exceeded negative overtravel limit.
422,"move the position within tolerance, then run motion axis fault reset.",Allen Bradely,Studio 5000 Logix Designer,major fault t11:c03 - motion fault: actual position exceeded position error tolerance.,actual position axis exceeded position error tolerance.
423,"reconnect the encoder channel, then run motion axis fault reset.",Allen Bradely,Studio 5000 Logix Designer,"major fault t11:c04 - motion fault: encode channel a, b, z connection failed.","encoder channel a, b, z connection broken."
424,"fix encoder cabling, then run motion axis fault reset.",Allen Bradely,Studio 5000 Logix Designer,"major fault t11:c05 - motion fault: encoder noise event detected, encoder signal quadrature.",encoder noise event detected encoder signal quadrature.
425,clear drive fault then run motion axis fault reset.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c06 - motion fault: drive fault.,drive fault detected.
426,"try these steps:
1. first, run motion axis fault reset.
2. if that does not work, pull out the servo module and plug it back in.
3. if this does not work, replace the servo module.",Allen Bradely,Studio 5000 Logix Designer,major fault t11:c07 - motion fault: synchronous connection servo module failed.,synchronous connection servo module failed.
427,replace the module.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c08 - motion fault: hardware failure servo module.,hardware failure detected servo module.
428,"try these steps:
1. first, run motion axis fault reset.
2. if that does not work, pull out the servo module and plug it back in.
3. if this does not work, replace the servo module.",Allen Bradely,Studio 5000 Logix Designer,major fault t11:c09 - motion fault: asynchronous connection servo module failed.,asynchronous connection servo module failed.
429,see the drivefaults axis tag for more information.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c10 - motion fault: motor fault detected.,motor fault detected.
430,see the drivefaults axis tag for more information.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c11 - motion fault: motor thermal fault detected.,motor thermal fault detected.
431,see the drivefaults axis tag for more information.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c12 - motion fault: drive thermal fault detected.,drive thermal fault detected.
432,verify the integrity of the sercos fiber-optic ring network and the devices on it.,Allen Bradely,Studio 5000 Logix Designer,major fault t11:c13 - motion fault: sercos comm fault detected.,sercos communication fault detected.
